from_id,to_id,travel_time
128,Rose Cultural center,56
128,Mohamadieh Cultural center & Library,50
128,Specialized Family Cultural Center (Montazeri),62
129,Bano Cultural Center,44
129,Pardis Cultural Center,27
129,HadiAbad Cultural Center,67
129,Navab Safavi Cultural center & Library,62
129,Rose Cultural center,70
129,Mohamadieh Cultural center & Library,66
129,Specialized Family Cultural Center (Montazeri),77
130,Bano Cultural Center,39
130,Pardis Cultural Center,20
130,HadiAbad Cultural Center,58
130,Navab Safavi Cultural center & Library,60
130,Rose Cultural center,67
130,Mohamadieh Cultural center & Library,64
130,Specialized Family Cultural Center (Montazeri),78
131,Bano Cultural Center,38
131,Pardis Cultural Center,23
131,HadiAbad Cultural Center,58
131,Navab Safavi Cultural center & Library,59
131,Rose Cultural center,66
131,Mohamadieh Cultural center & Library,63
131,Specialized Family Cultural Center (Montazeri),77
132,Bano Cultural Center,39
132,Pardis Cultural Center,33
132,HadiAbad Cultural Center,32
132,Navab Safavi Cultural center & Library,40
132,Rose Cultural center,72
132,Mohamadieh Cultural center & Library,65
132,Specialized Family Cultural Center (Montazeri),65
133,Bano Cultural Center,36
133,Pardis Cultural Center,35
133,HadiAbad Cultural Center,31
133,Navab Safavi Cultural center & Library,40
133,Rose Cultural center,72
133,Mohamadieh Cultural center & Library,65
133,Specialized Family Cultural Center (Montazeri),63
134,Bano Cultural Center,36
134,Pardis Cultural Center,44
134,HadiAbad Cultural Center,27
134,Navab Safavi Cultural center & Library,33
134,Rose Cultural center,68
134,Mohamadieh Cultural center & Library,59
134,Specialized Family Cultural Center (Montazeri),58
135,Bano Cultural Center,38
135,Pardis Cultural Center,49
135,HadiAbad Cultural Center,30
135,Navab Safavi Cultural center & Library,36
135,Rose Cultural center,71
135,Mohamadieh Cultural center & Library,62
135,Specialized Family Cultural Center (Montazeri),61
157,Bano Cultural Center,19
157,Pardis Cultural Center,39
157,HadiAbad Cultural Center,46
157,Navab Safavi Cultural center & Library,37
157,Rose Cultural center,50
157,Mohamadieh Cultural center & Library,46
157,Specialized Family Cultural Center (Montazeri),55
158,Bano Cultural Center,20
158,Pardis Cultural Center,9
158,HadiAbad Cultural Center,40
158,Navab Safavi Cultural center & Library,46
158,Rose Cultural center,53
158,Mohamadieh Cultural center & Library,47
158,Specialized Family Cultural Center (Montazeri),59
160,Bano Cultural Center,20
160,Pardis Cultural Center,27
160,HadiAbad Cultural Center,37
160,Navab Safavi Cultural center & Library,43
160,Rose Cultural center,53
160,Mohamadieh Cultural center & Library,47
160,Specialized Family Cultural Center (Montazeri),57
